"timeMillisSpent","score"
17,"-16hard/330soft"
19904,"-15hard/330soft"
19920,"-14hard/330soft"
19937,"-13hard/330soft"
19937,"-12hard/330soft"
19937,"-11hard/330soft"
19937,"-10hard/330soft"
19954,"-9hard/330soft"
19975,"-8hard/330soft"
19978,"-7hard/330soft"
19987,"-6hard/330soft"
