"timeMillisSpent","score"
88,"-16hard/330soft"
155,"-15hard/330soft"
207,"-14hard/330soft"
279,"-13hard/330soft"
353,"-12hard/330soft"
445,"-11hard/330soft"
588,"-10hard/330soft"
964,"-9hard/330soft"
1004,"-8hard/330soft"
1187,"-7hard/330soft"
1249,"-6hard/330soft"
2246,"-5hard/330soft"
3607,"-4hard/330soft"
18921,"-3hard/330soft"
