"timeMillisSpent","score"
15,"-16hard/330soft"
20,"-15hard/330soft"
20,"-14hard/330soft"
24,"-13hard/330soft"
24,"-12hard/330soft"
28,"-11hard/330soft"
29,"-10hard/330soft"
30,"-9hard/330soft"
31,"-8hard/330soft"
51,"-7hard/330soft"
80,"-6hard/330soft"
125,"-5hard/330soft"
214,"-4hard/330soft"
515,"-3hard/330soft"
